Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2012,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Office Supplies and Materials,$59630.63,$59630.63,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2012,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Clothing Allowance,$31900.00,$31900.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2012,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Misc Supplies & Materials,$6588.36,$6588.36,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Office Supplies and Materials,$16896.21,$16896.21,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2012,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Clothing Allowance,$38225.00,$38225.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2012,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Misc Supplies & Materials,$17314.88,$17314.88,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Auto Energy Supplies,$1097037.30,$1097037.30,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2012,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Custodial Supplies,$60300.36,$60300.36,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2012,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Clothing Allowance,$3575.00,$3575.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2012,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Misc Supplies & Materials,$867249.10,$867249.10,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Fire Department,BFD Training,Supplies & Materials,Clothing Allowance,$12100.00,$12100.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2012,Public Safety,Fire Department,BFD Training,Supplies & Materials,Misc Supplies & Materials,$33720.23,$33720.23,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2012,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Custodial Supplies,$0.00,$0.00,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2012,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,"Medical, Dental, & Hosp Supply",$0.00,$0.00,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
2012,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Clothing Allowance,$706475.00,$706475.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2012,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Misc Supplies & Materials,$776986.38,$776986.38,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Clothing Allowance,$28600.00,$28600.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2016,Education,Boston Public Schools,Tech Boston Academy,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101674,53200
2016,Education,Boston Public Schools,South Boston HS - Excel,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101671,53200
2016,Education,Boston Public Schools,Madison Park High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101657,53200
2016,Education,Boston Public Schools,HPEC: Community Academy of Sci,Supplies & Materials,Food Supplies,$2000.00,$2000.00,Food Supplies, General Fund , Tax Supported Funds ,101656,53200
2016,Education,Boston Public Schools,Boston International High Schl,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101649,53200
2016,Education,Boston Public Schools,English High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101644,53200
2016,Education,Boston Public Schools,East Boston High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101641,53200
2016,Education,Boston Public Schools,Greater Egleston High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101632,53200
2016,"Streets, Transportation & Sanitation",Transportation Department,Parking Meters,Supplies & Materials,Clothing Allowance,$8000.00,$8000.00,Clothing Allowance, General Fund , Tax Supported Funds ,251501,53700
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals,Supplies & Materials,Clothing Allowance,$2658.24,$2658.24,Clothing Allowance, General Fund , Tax Supported Funds ,251503,53700
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Supplies & Materials,Misc Supplies & Materials,$4900.00,$4900.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251100,53900
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Management & Engineering,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251200,53900
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Misc Supplies & Materials,$105000.00,$105000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251400,53900
2016,"Streets, Transportation & Sanitation",Transportation Department,Parking Meters,Supplies & Materials,Misc Supplies & Materials,$372464.00,$372464.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251501,53900
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals,Supplies & Materials,Misc Supplies & Materials,$317882.56,$317882.56,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251503,53900
2016,"Streets, Transportation & Sanitation",Transportation Department,Parking Clerk,Supplies & Materials,Misc Supplies & Materials,$5000.00,$5000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,253100,53900
2012,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Misc Supplies & Materials,$71616.45,$71616.45,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Education,Boston Public Schools,Hale Elementary School,Supplies & Materials,Educational Supplies & Mat,$36818.39,$36818.39,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101292,53800
2013,Education,Boston Public Schools,Hale Elementary School,Supplies & Materials,Office Supplies and Materials,$0.00,$0.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,101292,53600
2013,Education,Boston Public Schools,Hale Elementary School,Supplies & Materials,Food Supplies,$2245.40,$2245.40,Food Supplies, General Fund , Tax Supported Funds ,101292,53200
2016,Education,Boston Public Schools,Charlestown High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101630,53200
2016,Education,Boston Public Schools,Burke High School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101627,53200
2016,Education,Boston Public Schools,Another Course to College,Supplies & Materials,Food Supplies,$213.60,$213.60,Food Supplies, General Fund , Tax Supported Funds ,101605,53200
2016,Education,Boston Public Schools,Community Academy,Supplies & Materials,Food Supplies,$2000.00,$2000.00,Food Supplies, General Fund , Tax Supported Funds ,101603,53200
2013,Education,Boston Public Schools,Guild Elementary School,Supplies & Materials,Educational Supplies & Mat,$9931.92,$9931.92,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101290,53800
2016,Education,Boston Public Schools,Timilty Middle School,Supplies & Materials,Food Supplies,$1973.40,$1973.40,Food Supplies, General Fund , Tax Supported Funds ,101570,53200
2016,Education,Boston Public Schools,Mildred Avenue K - 8,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101548,53200
2016,Education,Boston Public Schools,King K - 8,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101534,53200
2016,Education,Boston Public Schools,Irving Middle School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101531,53200
2016,Education,Boston Public Schools,Edwards Middle School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101522,53200
2016,Education,Boston Public Schools,Edison K - 8,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101519,53200
2016,Education,Boston Public Schools,West Zone ELC,Supplies & Materials,Food Supplies,$1700.00,$1700.00,Food Supplies, General Fund , Tax Supported Funds ,101435,53200
2016,Education,Boston Public Schools,Tynan Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101432,53200
2016,Education,Boston Public Schools,Perkins Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101390,53200
2016,Education,Boston Public Schools,Mozart Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101364,53200
2016,Education,Boston Public Schools,Mattahunt Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101350,53200
2016,Education,Boston Public Schools,Marshall Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101344,53200
2016,Education,Boston Public Schools,Lee Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101328,53200
2016,Education,Boston Public Schools,Kilmer K - 8,Supplies & Materials,Food Supplies,$2524.00,$2524.00,Food Supplies, General Fund , Tax Supported Funds ,101326,53200
2016,Education,Boston Public Schools,John F.  Kennedy School,Supplies & Materials,Food Supplies,$3000.00,$3000.00,Food Supplies, General Fund , Tax Supported Funds ,101318,53200
2016,Education,Boston Public Schools,Holmes Elementary School,Supplies & Materials,Food Supplies,$1000.00,$1000.00,Food Supplies, General Fund , Tax Supported Funds ,101309,53200
2013,Education,Boston Public Schools,Grew Elementary School,Supplies & Materials,Educational Supplies & Mat,$12604.65,$12604.65,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101288,53800
2013,Education,Boston Public Schools,Grew Elementary School,Supplies & Materials,Office Supplies and Materials,$0.00,$0.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,101288,53600
2013,Education,Boston Public Schools,Grew Elementary School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101288,53200
2013,Education,Boston Public Schools,"Greenwood, S K-8",Supplies & Materials,Educational Supplies & Mat,$34198.35,$34198.35,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101286,53800
2016,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,231100,53000
2016,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Food Supplies,$1200.00,$1200.00,Food Supplies, General Fund , Tax Supported Funds ,231100,53200
2016,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Office Supplies and Materials,$1500.00,$1500.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,231100,53600
2016,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,231100,53900
2013,Education,Boston Public Schools,Elihu Greenwood School,Supplies & Materials,Educational Supplies & Mat,$10802.50,$10802.50,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101285,53800
2013,Education,Boston Public Schools,Elihu Greenwood School,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,101285,53200
2013,Education,Boston Public Schools,Gardner Elementary School,Supplies & Materials,Educational Supplies & Mat,$54459.69,$54459.69,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101279,53800
2013,Education,Boston Public Schools,Everett Elementary School,Supplies & Materials,Educational Supplies & Mat,$13478.88,$13478.88,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101267,53800
2013,Education,Boston Public Schools,B T U Pilot,Supplies & Materials,Educational Supplies & Mat,$50005.69,$50005.69,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101266,53800
2013,Education,Boston Public Schools,Ellis Elementary School,Supplies & Materials,Educational Supplies & Mat,$27800.16,$27800.16,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101262,53800
2013,Education,Boston Public Schools,Ellis Elementary School,Supplies & Materials,Food Supplies,$2963.00,$2963.00,Food Supplies, General Fund , Tax Supported Funds ,101262,53200
2013,Education,Boston Public Schools,Eliot K-8,Supplies & Materials,Educational Supplies & Mat,$0.00,$0.00,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101261,53800
2013,Education,Boston Public Schools,Dudley St. Neighborhood School,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,101258,53900
2013,Education,Boston Public Schools,Dudley St. Neighborhood School,Supplies & Materials,Educational Supplies & Mat,$26832.30,$26832.30,Educational Supplies & Mat, General Fund , Tax Supported Funds ,101258,53800
